"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Jalalabad,620,Tonnes,NR,Sweet Potato,850,950,900,Rs/Quintal
Jayas,1.8,Tonnes,NR,Sweet Potato,750,850,800,Rs/Quintal
Jhijhank,1.5,Tonnes,NR,Hosur Green,300,350,325,Rs/Quintal
Kadhle,0.9,Tonnes,NR,Hosur Green,800,900,850,Rs/Quintal
Lucknow,44,Tonnes,NR,Sweet Potato,1200,1500,1400,Rs/Quintal
Mainpuri,3.5,Tonnes,NR,Sweet Potato,850,1000,950,Rs/Quintal
Misrikh,3,Tonnes,NR,Sweet Potato,750,820,800,Rs/Quintal
Nakud,0.2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Nanuta,1,Tonnes,NR,Sweet Potato,1250,1400,1300,Rs/Quintal
Rampurmaniharan,0.6,Tonnes,NR,Sweet Potato,500,700,600,Rs/Quintal
Shahpur,0.7,Tonnes,NR,Sweet Potato,NR,NR,590,Rs/Quintal
Thanabhawan,0.4,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Unnao,4,Tonnes,NR,Sweet Potato,1150,1250,1200,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,11.8,Tonnes,NR,Other,700,850,800,Rs/Quintal
Kashipur,0.5,Tonnes,NR,Other,700,800,750,Rs/Quintal
Roorkee,1,Tonnes,NR,Other,500,800,600,Rs/Quintal
Sweet Pumpkin,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",14,Tonnes,NR,Sweet Pumpkin,400,500,450,Rs/Quintal
K.R. Pet,12,Tonnes,NR,Sweet Pumpkin,200,200,200,Rs/Quintal
Mysore (Bandipalya),18,Tonnes,NR,Sweet Pumpkin,300,400,350,Rs/Quintal
Maharashtra,,,,,,,,
Pune,1,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Tripura,,,,,,,,
Pabiacherra,0.4,Tonnes,NR,Other,2800,2850,2825,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jhijhank,3,Tonnes,NR,Other,500,600,550,Rs/Quintal
West Bengal,,,,,,,,
Asansol,16.5,Tonnes,NR,Other,670,760,720,Rs/Quintal
Baruipur(Canning),11,Tonnes,NR,Sweet Pumpkin,1400,1550,1500,Rs/Quintal
Belacoba,1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Bolpur,11,Tonnes,NR,Sweet Pumpkin,750,850,800,Rs/Quintal
Burdwan,14,Tonnes,NR,Sweet Pumpkin,800,1000,900,Rs/Quintal
Chakdah,59,Tonnes,NR,Other,700,900,800,Rs/Quintal
Egra/contai,2.2,Tonnes,NR,Sweet Pumpkin,900,1100,1000,Rs/Quintal
Gangarampur(Dakshin Dinajpur),0.6,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Indus(Bankura Sadar),2,Tonnes,NR,Sweet Pumpkin,750,850,800,Rs/Quintal
Kalna,8,Tonnes,NR,Other,1100,1200,1200,Rs/Quintal
Kalyani,1.2,Tonnes,NR,Sweet Pumpkin,1000,1200,1100,Rs/Quintal
Khatra,6,Tonnes,NR,Sweet Pumpkin,700,1000,800,Rs/Quintal
Moynaguri,2.5,Tonnes,NR,Other,1400,1550,1500,Rs/Quintal
Nadia,2.8,Tonnes,NR,Sweet Pumpkin,1100,1300,1200,Rs/Quintal
Sealdah Koley Market,14,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Tapioca,,,,,,,,
Kerala,,,,,,,,
Aluva,2,Tonnes,NR,Tapioca,1500,2500,2000,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
Ernakulam,0.45,Tonnes,NR,Tapioca,2200,2500,2500,Rs/Quintal
Ettumanoor,0.8,Tonnes,NR,Tapioca,1400,1500,1500,Rs/Quintal
Kanjangadu,0.6,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,2600,3000,2800,Rs/Quintal
Koovapadi,7,Tonnes,NR,Tapioca,1600,2000,1800,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
Kuruppanthura,2,Tonnes,NR,Tapioca,2200,3000,2600,Rs/Quintal
Kuttoor,2.1,Tonnes,NR,Tapioca,2100,2300,2200,Rs/Quintal
Madhavapuram,3,Tonnes,NR,Other,3200,3500,3400,Rs/Quintal
Manjeri,7,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Manjeswaram,10,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Moovattupuzha,4,Tonnes,NR,Tapioca,2150,2350,2250,Rs/Quintal
Nedumkandam,3,Tonnes,NR,Other,2500,2500,2500,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Tapioca,1300,1500,1400,Rs/Quintal
Omalloor,0.05,Tonnes,NR,Tapioca,2900,3000,3000,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Tapioca,2000,2500,2300,Rs/Quintal
Pampady,2,Tonnes,NR,Tapioca,2500,2800,2600,Rs/Quintal
Pandalam,1,Tonnes,NR,Tapioca,2000,2000,2000,Rs/Quintal
Pattambi,1,Tonnes,NR,Other,2400,3000,2800,Rs/Quintal
Payyannur,0.3,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Tapioca,1500,1800,1700,Rs/Quintal
Thodupuzha,0.3,Tonnes,NR,Other,2200,2300,2300,Rs/Quintal
vadakarapathy,1,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Vadakkenchery,0.2,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Thogrikai,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",1,Tonnes,NR,Thogarikai,2200,2800,2400,Rs/Quintal
Chamaraj Nagar,NR,Tonnes,NR,Thogarikai,3000,3550,3500,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Thogarikai,2000,2200,2100,Rs/Quintal
Thondekai,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",3,Tonnes,NR,Thondekai,1000,1200,1100,Rs/Quintal
Chickkaballapura,6,Tonnes,NR,Thondekai,300,700,500,Rs/Quintal
Mysore (Bandipalya),6,Tonnes,NR,Thondekai,700,800,750,Rs/Quintal
Tinda,,,,,,,,
Chattisgarh,,,,,,,,
Durg,3,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Gujarat,,,,,,,,
Ankleshwar,0.37,Tonnes,NR,Tinda,1900,3500,3250,Rs/Quintal
Chikli(Khorgam),11,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Dholka(Koth),17,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Nadiyad(Piplag),0.6,Tonnes,NR,Tinda,1200,1300,1250,Rs/Quintal
Vadhvan,0.5,Tonnes,NR,Tinda,2000,3500,2750,Rs/Quintal
Haryana,,,,,,,,
Jhajjar,0.5,Tonnes,NR,Other,700,2000,2000,Rs/Quintal
Mohindergarh,0.5,Tonnes,NR,Tinda,1000,1500,1500,Rs/Quintal
Narnaul,0.2,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),1,Tonnes,NR,Other,700,1600,1300,Rs/Quintal
Chomu(F&V),3,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Jaipur(F&V),7.6,Tonnes,NR,Other,700,850,775,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jhijhank,4,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Tomato,,,,,,,,
Andhra Pradesh,,,,,,,,
Kalikiri,2.97,Tonnes,NR,Local,400,1200,800,Rs/Quintal
Mulakalacheruvu,70,Tonnes,NR,Local,220,550,350,Rs/Quintal
Palamaner,106.21,Tonnes,NR,Hybrid,400,1000,700,Rs/Quintal
Pattikonda,20,Tonnes,NR,Local,348,848,596,Rs/Quintal
Piler,0.3,Tonnes,NR,Deshi,500,700,600,Rs/Quintal
Vayalapadu,26.07,Tonnes,NR,Local,400,1400,880,Rs/Quintal
Assam,,,,,,,,
Howly,400,Tonnes,NR,Tomato,1300,1600,1400,Rs/Quintal
Pamohi(Garchuk),23,Tonnes,NR,Tomato,1400,1700,1600,Rs/Quintal
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),86.25,Tonnes,NR,Other,1000,1600,1300,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,88,Tonnes,NR,Local,800,1200,1000,Rs/Quintal
Rajnandgaon,80,Tonnes,NR,Local,800,800,800,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,179.7,Tonnes,NR,Other,1000,1600,1400,Rs/Quintal
"Anand(Veg,Yard,Anand)",25.2,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Ankleshwar,26.11,Tonnes,NR,Tomato,1325,1725,1500,Rs/Quintal
Bardoli(Katod),0.5,Tonnes,NR,Other,1250,2100,1850,Rs/Quintal
Bharuch,13.86,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Bhavnagar,30,Tonnes,NR,Tomato,750,1250,1000,Rs/Quintal
Bilimora,10.22,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Dahod(Veg. Market),9.75,Tonnes,NR,Tomato,600,1200,1000,Rs/Quintal
Damnagar,0.07,Tonnes,NR,Local,1200,1400,1300,Rs/Quintal
Dholka(Koth),50,Tonnes,NR,Other,600,800,700,Rs/Quintal
Dhoraji,60,Tonnes,NR,Deshi,1000,1600,1400,Rs/Quintal
Kapadvanj,8.1,Tonnes,NR,Other,600,750,675,Rs/Quintal
Khambhat(Veg Yard Khambhat),0.1,Tonnes,NR,Other,1300,1600,1450,Rs/Quintal
Mandvi,0.45,Tonnes,NR,Other,1250,2185,1717,Rs/Quintal
Mehsana(Mehsana Veg),40.7,Tonnes,NR,Tomato,1000,1500,1300,Rs/Quintal
Morbi,11.8,Tonnes,NR,Tomato,1000,1700,1350,Rs/Quintal
Nadiyad(Piplag),7.3,Tonnes,NR,Tomato,500,600,550,Rs/Quintal
Padra,2.6,Tonnes,NR,Other,1250,1600,1400,Rs/Quintal
Rajkot(Ghee Peeth),32.5,Tonnes,NR,Tomato,1250,2050,1900,Rs/Quintal
S.Mandvi,0.45,Tonnes,NR,Other,1250,2185,1717,Rs/Quintal
Surat,220,Tonnes,NR,Other,900,2000,1450,Rs/Quintal
Talalagir,2.15,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Vadhvan,27.1,Tonnes,NR,Tomato,2000,2300,2150,Rs/Quintal
Vankaner(Sub yard),0.35,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Vyra,1,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,8,Tonnes,NR,Other,1200,1500,1400,Rs/Quintal
Asandh,2,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Barara,NR,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Barwala,9.5,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Barwala(Hisar),30,Tonnes,NR,Other,1200,1500,1400,Rs/Quintal
Cheeka,1.5,Tonnes,NR,Deshi,1200,1800,1700,Rs/Quintal
Chhachrauli,0.2,Tonnes,NR,Tomato,1400,1400,1400,Rs/Quintal
Dhand,0.3,Tonnes,NR,Deshi,1800,2000,2000,Rs/Quintal
Faridabad,34,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Farukh Nagar,2,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Ganaur,1.4,Tonnes,NR,Tomato,1200,1800,1500,Rs/Quintal
Gohana,10.5,Tonnes,NR,Tomato,1000,1200,1000,Rs/Quintal
Gurgaon,86,Tonnes,NR,Other,1400,1700,1550,Rs/Quintal
Hansi,14.1,Tonnes,NR,Other,1180,1200,1190,Rs/Quintal
Hissar,14.3,Tonnes,NR,Other,800,1500,1200,Rs/Quintal
Jagadhri,4.7,Tonnes,NR,Other,1100,1800,1800,Rs/Quintal
Jhajjar,6.1,Tonnes,NR,Other,700,1000,1000,Rs/Quintal
Jind,9,Tonnes,NR,Other,900,1900,1500,Rs/Quintal
kalanwali,1,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Khanina,0.4,Tonnes,NR,Other,1200,1300,1300,Rs/Quintal
Ladwa,0.4,Tonnes,NR,Tomato,1500,1800,1500,Rs/Quintal
Madlauda,0.2,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Meham,0.5,Tonnes,NR,Deshi,1200,1200,1200,Rs/Quintal
Mohindergarh,8.7,Tonnes,NR,Tomato,600,1000,800,Rs/Quintal
Mustafabad,0.4,Tonnes,NR,Other,1500,1600,1500,Rs/Quintal
Naraingarh,7.2,Tonnes,NR,Tomato,1200,1500,1300,Rs/Quintal
Narnaul,5.4,Tonnes,NR,Other,500,800,800,Rs/Quintal
Narnaund,0.6,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Narwana,0.1,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Panchkul(Kalka),1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Panipat,16.2,Tonnes,NR,Other,800,1200,1100,Rs/Quintal
Pataudi,6.2,Tonnes,NR,Other,1000,1600,1300,Rs/Quintal
Pehowa,0.2,Tonnes,NR,Other,900,900,900,Rs/Quintal
Radaur,8,Tonnes,NR,Other,900,1200,1000,Rs/Quintal
Ratia,1,Tonnes,NR,Other,1200,1500,1300,Rs/Quintal
Rewari,14,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Sadhaura,2,Tonnes,NR,Tomato,1300,1500,1400,Rs/Quintal
Samalkha,4.65,Tonnes,NR,Local,1000,1200,1100,Rs/Quintal
Sampla,3.2,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Shahabad,2.7,Tonnes,NR,Tomato,1200,1400,1300,Rs/Quintal
Shahzadpur,0.35,Tonnes,NR,Local,1400,1500,1500,Rs/Quintal
Sirsa,13.3,Tonnes,NR,Other,900,1800,1500,Rs/Quintal
Sonepat,17.8,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Thanesar,10,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Uklana,0.5,Tonnes,NR,Other,1300,1500,1500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,2.5,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Bilaspur,0.3,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Chamba,3.3,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Dhanotu (Mandi),2.4,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Hamirpur,2.36,Tonnes,NR,Other,2000,2200,2200,Rs/Quintal
Kangra,1.3,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Kangra(Baijnath),3,Tonnes,NR,Hybrid,1500,1800,1600,Rs/Quintal
Kangra(Jaisinghpur),0.3,Tonnes,NR,Tomato,2000,2000,2000,Rs/Quintal
Kangra(Jassour),3.5,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Kullu,1.1,Tonnes,NR,Other,2000,2500,2200,Rs/Quintal
Mandi(Mandi),3.5,Tonnes,NR,Tomato,2000,2500,2200,Rs/Quintal
Mandi(Takoli),0.2,Tonnes,NR,Other,1500,2200,1800,Rs/Quintal
Nahan,0.15,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Namhol(Bilaspur),0.1,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Palampur,3,Tonnes,NR,Tomato,1800,2000,1900,Rs/Quintal
Santoshgarh,1.1,Tonnes,NR,Tomato,2200,2600,2400,Rs/Quintal
Solan,2,Tonnes,NR,Other,1800,2100,2000,Rs/Quintal
Solan(Nalagarh),1.6,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Samba,2.5,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Jharkhand,,,,,,,,
Gadhwah,1.88,Tonnes,NR,Other,1490,1600,1560,Rs/Quintal
Gumla,7,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Khunti,NR,Tonnes,NR,Deshi,1200,1600,1400,Rs/Quintal
,,,NR,Other,1000,1200,1100,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Tomato,1600,2000,1800,Rs/Quintal
Karnataka,,,,,,,,
Bagepalli,18,Tonnes,NR,Tomato,520,950,780,Rs/Quintal
Bangarpet,1,Tonnes,NR,Tomato,250,950,650,Rs/Quintal
"Binny Mill (F&V), Bangalore",26,Tonnes,NR,Tomato,1000,1400,1200,Rs/Quintal
Chamaraj Nagar,NR,Tonnes,NR,Tomato,1000,1250,1200,Rs/Quintal
Channapatana,2,Tonnes,NR,Tomato,500,1250,1000,Rs/Quintal
Chickkaballapura,21,Tonnes,NR,Tomato,500,3050,2300,Rs/Quintal
Chikkamagalore,2,Tonnes,NR,Tomato,1500,1500,1500,Rs/Quintal
Chintamani,125,Tonnes,NR,Tomato,400,1333,866,Rs/Quintal
Davangere,5,Tonnes,NR,Tomato,900,1000,950,Rs/Quintal
Doddaballa Pur,1,Tonnes,NR,Tomato,900,1100,1000,Rs/Quintal
Gundlupet,66,Tonnes,NR,Tomato,1100,1200,1150,Rs/Quintal
Hassan,NR,Tonnes,NR,Tomato,1000,1000,1000,Rs/Quintal
Honnali,3,Tonnes,NR,Tomato,600,900,800,Rs/Quintal
Hospet,7,Tonnes,NR,Tomato,300,400,400,Rs/Quintal
Kolar,385,Tonnes,NR,Hybrid,334,1667,1000,Rs/Quintal
,,,NR,Tomato,334,1333,833,Rs/Quintal
Mulabagilu,24,Tonnes,NR,Tomato,500,1665,1065,Rs/Quintal
Mysore (Bandipalya),332,Tonnes,NR,Tomato,1200,1300,1250,Rs/Quintal
Ramanagara,5,Tonnes,NR,Tomato,1300,1500,1400,Rs/Quintal
Srinivasapur,26,Tonnes,NR,Tomato,227,3330,800,Rs/Quintal
Kerala,,,,,,,,
Aluva,10,Tonnes,NR,Tomato,2400,3000,2700,Rs/Quintal
Angamaly,1,Tonnes,NR,Tomato,2600,3000,2800,Rs/Quintal
Athirampuzha,0.4,Tonnes,NR,Tomato,2400,2600,2500,Rs/Quintal
Chala,30,Tonnes,NR,Other,2800,2857,2826,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Chathanoor,0.3,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Chengannur,1.5,Tonnes,NR,Tomato,2800,3100,3000,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Tomato,2200,2500,2500,Rs/Quintal
Ettumanoor,2.3,Tonnes,NR,Tomato,2700,2800,2800,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Tomato,1400,1800,1600,Rs/Quintal
Kanjangadu,1.5,Tonnes,NR,Tomato,1800,2200,2000,Rs/Quintal
Kayamkulam,2,Tonnes,NR,Other,2600,2800,2700,Rs/Quintal
Koduvayoor,0.8,Tonnes,NR,Other,2000,2600,2300,Rs/Quintal
Kollam,0.2,Tonnes,NR,Other,5600,6000,5800,Rs/Quintal
Kondotty,5,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Kothamangalam,3,Tonnes,NR,Other,2000,3000,2400,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1650,1750,1700,Rs/Quintal
Kuruppanthura,4,Tonnes,NR,Tomato,2200,3000,2600,Rs/Quintal
Madhavapuram,2,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Manjeri,8,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Manjeswaram,18,Tonnes,NR,Tomato,2000,2200,2100,Rs/Quintal
Moovattupuzha,0.7,Tonnes,NR,Tomato,2650,3000,2800,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Tomato,2600,3000,2800,Rs/Quintal
Pala,1,Tonnes,NR,Tomato,2000,3000,2500,Rs/Quintal
Palakkad,2,Tonnes,NR,Tomato,2000,2500,2300,Rs/Quintal
Palayam,50,Tonnes,NR,Other,2010,2110,2060,Rs/Quintal
Pampady,1,Tonnes,NR,Other,2300,2700,2400,Rs/Quintal
Parassala,5,Tonnes,NR,Tomato,2800,3000,2800,Rs/Quintal
Pattambi,2,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Perumbavoor,10,Tonnes,NR,Tomato,1200,2200,1500,Rs/Quintal
Quilandy,1.25,Tonnes,NR,Other,1700,1800,1800,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Tomato,2000,2500,2300,Rs/Quintal
Thamarassery,1,Tonnes,NR,Other,1800,2500,2100,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,2000,2200,2200,Rs/Quintal
Thrippunithura,1,Tonnes,NR,Tomato,2800,3800,3200,Rs/Quintal
vadakarapathy,5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Vadakkenchery,0.18,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur(F&V),0.5,Tonnes,NR,Tomato,700,900,800,Rs/Quintal
Badnawar(F&V),0.45,Tonnes,NR,Other,500,850,600,Rs/Quintal
Burhanpur(F&V),1.8,Tonnes,NR,Hybrid,500,1200,800,Rs/Quintal
Chhindwara(F&V),0.6,Tonnes,NR,Other,500,700,600,Rs/Quintal
Deori,1,Tonnes,NR,Tomato,400,600,500,Rs/Quintal
Dewas(F&V),1.1,Tonnes,NR,Other,500,1600,900,Rs/Quintal
Dhar(F&V),0.3,Tonnes,NR,Other,700,800,750,Rs/Quintal
Garoth,1.5,Tonnes,NR,Hybrid,150,450,300,Rs/Quintal
Guna(F&V),0.4,Tonnes,NR,Other,600,650,600,Rs/Quintal
Haatpipliya,0.1,Tonnes,NR,Tomato,800,1200,1000,Rs/Quintal
Jhabua,0.2,Tonnes,NR,Local,400,500,450,Rs/Quintal
Khandwa(F&V),2,Tonnes,NR,Other,500,1000,650,Rs/Quintal
Kukshi,0.34,Tonnes,NR,Tomato,300,700,500,Rs/Quintal
Lashkar(F&V),27,Tonnes,NR,Local,300,500,400,Rs/Quintal
Mandsaur(F&V),4.1,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
Morena(F&V),2.5,Tonnes,NR,Tomato,480,480,480,Rs/Quintal
Narsinghgarh,2.2,Tonnes,NR,Other,170,220,190,Rs/Quintal
Petlawad,0.51,Tonnes,NR,Sankar,300,500,400,Rs/Quintal
Pipariya,1.6,Tonnes,NR,Deshi,400,950,750,Rs/Quintal
Rajgarh,0.3,Tonnes,NR,Tomato,1000,1500,1300,Rs/Quintal
Sagar(F&V),6.3,Tonnes,NR,Deshi,800,1000,900,Rs/Quintal
Sanwer,0.2,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Sendhwa,0.05,Tonnes,NR,Tomato,600,900,750,Rs/Quintal
Shivpuri(F&V),280.3,Tonnes,NR,Other,180,500,400,Rs/Quintal
Syopurkalan(F&V),0.6,Tonnes,NR,Other,500,600,550,Rs/Quintal
Thandla,1.35,Tonnes,NR,Deshi,900,1100,1000,Rs/Quintal
Timarni,0.01,Tonnes,NR,Tomato,1000,1000,1000,Rs/Quintal
Ujjain(F&V),2.2,Tonnes,NR,Hybrid,400,1500,800,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,6,Tonnes,NR,Other,500,2000,1250,Rs/Quintal
Amrawati(Frui & Veg. Market),7,Tonnes,NR,Local,1200,1400,1300,Rs/Quintal
Aurangabad,12,Tonnes,NR,Other,500,1500,1000,Rs/Quintal
Chandrapur(Ganjwad),NR,Tonnes,NR,Other,700,700,700,Rs/Quintal
Islampur,1,Tonnes,NR,Other,80,210,180,Rs/Quintal
Jalgaon,3,Tonnes,NR,Other,500,1000,700,Rs/Quintal
Kalmeshwar,3,Tonnes,NR,Other,540,800,670,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Kamthi,1,Tonnes,NR,Local,800,1200,1100,Rs/Quintal
Karad,1,Tonnes,NR,Other,1200,1800,1800,Rs/Quintal
Khed(Chakan),18,Tonnes,NR,Other,800,1600,1300,Rs/Quintal
Kolhapur,27,Tonnes,NR,Other,700,2800,1750,Rs/Quintal
Nagpur,13,Tonnes,NR,Local,800,1000,950,Rs/Quintal
,,,NR,Other,800,1000,950,Rs/Quintal
Nasik,97,Tonnes,NR,Other,250,2050,1000,Rs/Quintal
Navapur,3,Tonnes,NR,Other,1000,1500,1192,Rs/Quintal
Palthan,3,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Palus,2,Tonnes,NR,Other,700,1200,1000,Rs/Quintal
Pandharpur,1,Tonnes,NR,Other,800,2000,1500,Rs/Quintal
Patan,4,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Pimpalgaon,157,Tonnes,NR,Other,255,2000,1005,Rs/Quintal
Pune,104,Tonnes,NR,Local,800,2000,1500,Rs/Quintal
Pune(Hadapsar),15,Tonnes,NR,Other,800,2000,1600,Rs/Quintal
Pune(Khadiki),2,Tonnes,NR,Local,600,1000,800,Rs/Quintal
Pune(Pimpri),1,Tonnes,NR,Local,2000,2200,2100,Rs/Quintal
Rahata,2,Tonnes,NR,Other,500,1000,700,Rs/Quintal
Rahuri,7,Tonnes,NR,Other,500,1300,1015,Rs/Quintal
Ramtek,3,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Ratnagiri (Nachane),27,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Satara,3,Tonnes,NR,Other,1500,3000,2250,Rs/Quintal
Solapur,18,Tonnes,NR,Other,200,1500,650,Rs/Quintal
Vadgaonpeth,2,Tonnes,NR,Local,950,1800,1300,Rs/Quintal
Vai,6,Tonnes,NR,Local,1500,2200,2000,Rs/Quintal
Vita,4,Tonnes,NR,Other,1300,1500,1450,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,496,Tonnes,NR,Tomato,400,2240,1145,Rs/Quintal
Shahdara,146.72,Tonnes,NR,Hybrid,900,1100,1000,Rs/Quintal
,,,NR,Local,600,1000,800,Rs/Quintal
Odisha,,,,,,,,
Angul,4.2,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Angul(Atthamallick),0.8,Tonnes,NR,Tomato,1800,2000,1900,Rs/Quintal
Angul(Jarapada),2.5,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Bahadajholla,12,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Bampada,4,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Banki,1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Bargarh(Barapalli),2.67,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Barikpur,5,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Baripada,3.5,Tonnes,NR,Tomato,1500,2500,2000,Rs/Quintal
Betnoti,0.03,Tonnes,NR,Tomato,1600,2000,1800,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Birmaharajpur,2.5,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Bolangir,5,Tonnes,NR,Local,1400,1500,1400,Rs/Quintal
Bonai,3,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Boudh,0.3,Tonnes,NR,Other,1400,1600,1400,Rs/Quintal
Chatta Krushak Bazar,2,Tonnes,NR,Other,1200,1400,1250,Rs/Quintal
,,,NR,Tomato,1400,1500,1500,Rs/Quintal
